job,education,y,duration_norm,pdays_norm,previous_norm,campaign_norm,balance_norm
"admin","secondary",1,0.588894,0.000000,0.000000,0.000000,0.430741
"entrepreneur","tertiary",0,0.207617,0.000000,0.000000,0.180866,0.429865
"blue","secondary",0,0.123212,0.000000,0.000000,0.361732,0.426307
"services","secondary",0,0.252244,0.000000,0.000000,0.904331,0.433313
"management","tertiary",0,0.191124,0.000000,0.000000,0.271299,0.474094
"blue","secondary",0,0.168810,0.000000,0.000000,0.090433,0.399102
"entrepreneur","secondary",0,0.139705,0.000000,0.000000,0.090433,0.462653
"blue","secondary",0,0.215378,0.000000,0.000000,0.090433,0.384158
"services","secondary",0,0.131943,0.000000,0.000000,0.090433,0.589264
"technician","tertiary",0,0.529713,0.000000,0.000000,0.994764,0.452855
"management","tertiary",0,0.047538,0.000000,0.000000,0.090433,0.445411
"retired","primary",0,0.325007,0.000000,0.000000,0.271299,0.451541
"blue","secondary",0,0.101868,0.000000,0.000000,0.000000,0.429372
"blue","primary",0,0.473443,0.000000,0.000000,0.180866,0.539561
"technician","secondary",0,1.000000,0.000000,0.000000,0.180866,0.464022
"blue","secondary",1,0.991514,0.000000,0.000000,0.271299,0.466704
"technician","secondary",0,0.124182,0.000000,0.000000,0.000000,0.453457
"blue","secondary",0,0.122241,0.000000,0.000000,0.180866,0.441853
"student","secondary",0,0.375456,0.000000,0.000000,0.000000,0.429098
"admin","secondary",0,0.250304,0.000000,0.000000,0.000000,0.475353
"blue","tertiary",0,0.193064,0.000000,0.000000,0.000000,0.425431
"blue","secondary",0,0.353142,0.000000,0.000000,0.000000,0.430138
"blue","secondary",0,0.119331,0.000000,0.000000,0.000000,0.425431
"blue","tertiary",0,0.195004,0.000000,0.000000,1.000000,0.429755
"blue","secondary",0,0.187243,0.000000,0.000000,0.180866,0.430193
"management","secondary",0,0.154257,0.000000,0.000000,0.180866,0.600376
"retired","secondary",0,0.127092,0.000000,0.000000,0.452165,0.435339
"management","tertiary",0,0.161048,0.000000,0.000000,0.180866,0.444808
"entrepreneur","secondary",0,0.465682,0.000000,0.000000,0.000000,0.437473
"blue","primary",0,0.144555,0.000000,0.000000,0.271299,0.541915
"management","tertiary",0,0.106719,0.000000,0.000000,0.000000,0.663928
"entrepreneur","tertiary",0,0.384188,0.000000,0.000000,0.180866,0.496920
"technician","tertiary",0,0.120301,0.000000,0.000000,0.180866,0.448695
"management","tertiary",0,0.158138,0.000000,0.000000,0.180866,0.429153
"unemployed","secondary",0,0.012612,0.000000,0.000000,0.000000,0.534361
"technician","secondary",0,0.251274,0.000000,0.000000,0.000000,0.478965
"technician","secondary",0,0.157168,0.000000,0.000000,0.000000,0.425431
"management","tertiary",0,0.098957,0.000000,0.000000,0.090433,0.470536
"blue","secondary",0,0.701433,0.000000,0.000000,0.000000,0.462599
"blue","primary",0,0.086345,0.000000,0.000000,0.000000,0.439772
"blue","secondary",0,0.682030,0.000000,0.000000,0.000000,0.430138
"technician","tertiary",0,0.249334,0.000000,0.000000,0.090433,0.481100
"blue","primary",0,0.280379,0.000000,0.000000,0.000000,0.450392
"self","secondary",0,0.350232,0.000000,0.000000,0.090433,0.773186
"technician","secondary",0,0.304634,0.000000,0.000000,0.000000,0.431069
"admin","secondary",0,0.080524,0.000000,0.000000,0.000000,0.450994
"blue","secondary",0,0.208587,0.000000,0.000000,0.000000,0.471466
"services","secondary",0,0.111570,0.000000,0.000000,0.271299,0.425431
"admin","secondary",0,0.142615,0.000000,0.000000,0.180866,0.406491
"self","secondary",0,0.276499,0.000000,0.000000,0.000000,0.434025
"technician","secondary",0,0.098957,0.000000,0.000000,0.000000,0.450556
"services","secondary",0,0.177541,0.000000,0.000000,0.542598,0.450830
"services","secondary",0,0.067912,0.000000,0.000000,0.000000,0.539561
"blue","tertiary",0,0.018433,0.000000,0.000000,0.000000,0.497850
"blue","secondary",0,0.335679,0.000000,0.000000,0.000000,0.429536
"blue","primary",0,0.623820,0.000000,0.000000,0.000000,0.409666
"self","secondary",0,0.075673,0.000000,0.000000,0.000000,0.464460
"blue","secondary",0,0.398740,0.000000,0.000000,0.000000,0.484056
"blue","secondary",0,0.129033,0.000000,0.000000,0.000000,0.473984
"services","secondary",0,0.187243,0.000000,0.000000,0.452165,0.409666
"blue","primary",0,0.572401,0.000000,0.000000,0.090433,0.629169
"management","tertiary",0,0.146496,0.000000,0.000000,0.000000,0.425595
"management","secondary",0,0.105749,0.000000,0.000000,0.090433,0.430084
"blue","primary",0,0.255155,0.000000,0.000000,0.000000,0.780631
"admin","secondary",0,0.099928,0.000000,0.000000,0.271299,0.614663
"management","tertiary",0,0.323067,0.000000,0.000000,0.000000,0.447819
"admin","secondary",0,0.100898,0.000000,0.000000,0.000000,0.447107
"blue","secondary",0,0.185303,0.000000,0.000000,0.271299,0.430960
"blue","secondary",0,0.553967,0.000000,0.000000,0.000000,0.447436
"blue","secondary",0,0.174631,0.000000,0.000000,0.000000,0.454169
"admin","secondary",0,0.637402,0.000000,0.000000,0.090433,0.636449
"blue","secondary",0,0.103808,0.000000,0.000000,0.090433,0.434025
"management","tertiary",0,0.325007,0.000000,0.000000,0.180866,0.529270
"blue","secondary",0,0.116420,0.000000,0.000000,0.180866,0.427402
"blue","secondary",0,0.212467,0.000000,0.000000,0.090433,0.434791
"technician","tertiary",0,0.143585,0.000000,0.000000,0.000000,0.433532
"technician","tertiary",0,0.207617,0.000000,0.000000,0.000000,0.436817
"blue","primary",0,0.388068,0.000000,0.000000,0.090433,0.509510
"blue","secondary",0,0.487996,0.000000,0.000000,0.090433,0.451487
"blue","secondary",0,0.121271,0.000000,0.000000,0.361732,0.427730
"management","tertiary",0,0.319186,0.000000,0.000000,0.000000,0.412677
"management","tertiary",0,0.188213,0.000000,0.000000,0.180866,0.509729
"management","tertiary",0,0.006791,0.000000,0.000000,0.000000,0.602675
"student","tertiary",0,0.051419,0.000000,0.000000,0.000000,0.436926
"services","secondary",0,0.333739,0.000000,0.000000,0.090433,0.514600
"admin","secondary",0,0.100898,0.000000,0.000000,0.000000,0.431562
"services","secondary",1,0.535534,0.000000,0.000000,0.180866,0.482359
"blue","tertiary",0,0.334709,0.000000,0.000000,0.000000,0.429591
"blue","secondary",0,0.255155,0.000000,0.000000,0.000000,0.445246
"management","tertiary",0,0.085375,0.000000,0.000000,0.452165,0.486519
"blue","secondary",0,0.042688,0.000000,0.000000,1.000000,0.405451
"services","primary",0,0.389038,0.000000,0.000000,0.090433,0.565945
"blue","secondary",0,0.172690,0.000000,0.000000,0.361732,0.426471
"blue","primary",0,0.051419,0.000000,0.000000,0.361732,0.433423
"blue","secondary",0,0.338590,0.000000,0.000000,0.090433,0.432273
"admin","secondary",0,0.032986,0.000000,0.000000,0.723464,0.428004
"blue","secondary",0,0.046568,0.000000,0.000000,0.180866,0.425431
"admin","primary",0,0.176571,0.000000,0.000000,0.904331,0.425431
"blue","tertiary",0,0.142615,0.000000,0.000000,0.000000,0.450720
"management","tertiary",0,0.443368,0.000000,0.000000,0.361732,0.649148
"technician","secondary",0,0.187243,0.000000,0.000000,0.000000,0.426307
"blue","tertiary",0,0.137764,0.000000,0.000000,0.180866,0.461832
"management","secondary",0,0.119331,0.000000,0.000000,0.090433,0.451213
"blue","secondary",0,0.063061,0.000000,0.000000,0.180866,0.458986
"admin","secondary",0,0.407472,0.000000,0.000000,0.000000,0.460737
"blue","secondary",0,0.097017,0.000000,0.000000,0.090433,0.484932
"blue","primary",0,0.390979,0.000000,0.000000,0.090433,0.539233
"technician","secondary",0,0.222169,0.000000,0.000000,0.180866,0.514819
"technician","primary",0,0.431726,0.000000,0.000000,0.090433,0.481374
"blue","secondary",0,0.199855,0.000000,0.000000,0.271299,0.491720
"blue","secondary",0,0.176571,0.000000,0.000000,0.090433,0.957163
"management","tertiary",0,0.177541,0.000000,0.000000,0.090433,0.460573
"technician","secondary",0,0.135824,0.000000,0.000000,0.090433,0.526752
"student","secondary",0,0.130003,0.000000,0.000000,0.180866,0.447600
"management","tertiary",0,0.085375,0.000000,0.000000,1.000000,0.445027
"blue","secondary",0,0.227020,0.000000,0.000000,1.000000,0.434737
"services","secondary",0,0.208587,0.000000,0.000000,0.180866,0.557899
"blue","secondary",0,0.188213,0.000000,0.000000,0.361732,0.506663
"entrepreneur","secondary",0,0.382247,0.000000,0.000000,0.090433,0.448531
"admin","secondary",0,0.004851,0.000000,0.000000,0.090433,0.444589
"retired","secondary",0,0.395830,0.000000,0.000000,0.090433,0.475736
"management","tertiary",0,0.110599,0.000000,0.000000,0.090433,0.449735
"management","tertiary",0,0.203736,0.000000,0.000000,0.090433,0.494019
"entrepreneur","tertiary",0,0.235751,0.000000,0.000000,0.452165,0.442947
"services","secondary",0,0.174631,0.000000,0.000000,0.723464,0.483782
"services","tertiary",0,0.007761,0.000000,0.000000,0.090433,0.418096
"management","tertiary",0,0.444338,0.000000,0.000000,0.271299,0.488162
"blue","primary",0,0.303663,0.000000,0.000000,0.090433,0.448640
"management","tertiary",1,1.000000,0.000000,0.000000,0.090433,0.432109
"blue","secondary",0,0.314335,0.000000,0.000000,0.090433,0.437036
"blue","secondary",0,0.198885,0.000000,0.000000,0.180866,0.425705
"management","tertiary",0,0.300753,0.000000,0.000000,0.090433,0.457179
"blue","secondary",0,0.188213,0.000000,0.000000,0.090433,0.643948
"technician","secondary",0,0.160078,0.000000,0.000000,0.361732,0.433149
"management","secondary",0,0.083435,0.000000,0.000000,0.542598,0.445192
"blue","secondary",0,0.155227,0.000000,0.000000,0.090433,0.874015
"admin","secondary",0,0.477324,0.000000,0.000000,0.452165,0.618330
"blue","secondary",0,0.181422,0.000000,0.000000,0.180866,0.519034
"technician","primary",0,0.191124,0.000000,0.000000,0.271299,0.435120
"management","tertiary",0,0.092166,0.000000,0.000000,0.361732,0.436324
"blue","secondary",0,0.154257,0.000000,0.000000,0.180866,0.425431
"technician","tertiary",1,0.938155,0.000000,0.000000,0.452165,0.473601
"blue","secondary",0,0.214408,0.000000,0.000000,0.090433,0.467635
"blue","secondary",0,0.098957,0.000000,0.000000,1.000000,0.434408
"technician","secondary",1,0.561729,0.000000,0.000000,0.361732,0.452855
"management","tertiary",0,0.120301,0.000000,0.000000,1.000000,0.920871
"technician","tertiary",0,0.153287,0.000000,0.000000,0.361732,0.431069
"management","tertiary",0,0.157168,0.000000,0.000000,0.813898,0.430303
"blue","secondary",0,0.204706,0.000000,0.000000,0.090433,0.650462
"blue","primary",0,0.049479,0.000000,0.000000,1.000000,0.434737
"blue","secondary",0,0.167840,0.000000,0.000000,0.361732,0.526917
"blue","secondary",0,0.213438,0.000000,0.000000,0.180866,0.438185
"retired","secondary",0,0.106719,0.000000,0.000000,0.090433,0.470262
"admin","secondary",0,0.096047,0.000000,0.000000,1.000000,0.481210
"blue","primary",0,0.108659,0.000000,0.000000,0.542598,0.488216
"technician","tertiary",0,0.162989,0.000000,0.000000,0.271299,0.440703
"blue","tertiary",0,0.274558,0.000000,0.000000,0.180866,0.494566
"technician","secondary",0,0.227990,0.000000,0.000000,0.542598,0.833180
"management","tertiary",0,0.133884,0.000000,0.000000,0.633031,0.436269
"technician","tertiary",0,0.362844,0.000000,0.000000,0.452165,0.464295
"services","secondary",0,0.342470,0.000000,0.000000,0.271299,0.472397
"admin","secondary",0,0.142615,0.000000,0.000000,0.090433,0.499000
"self","tertiary",0,0.322097,0.000000,0.000000,0.813898,0.433587
"management","primary",0,0.173661,0.000000,0.000000,0.723464,0.436817
"blue","secondary",0,0.553967,0.000000,0.000000,0.361732,0.437692
"management","tertiary",0,0.477324,0.000000,0.000000,0.723464,0.430412
"blue","secondary",0,0.257095,0.000000,0.000000,0.361732,0.425267
"blue","secondary",0,0.349261,0.000000,0.000000,0.090433,0.442728
"admin","secondary",0,0.169780,0.000000,0.000000,0.090433,0.471740
"blue","primary",0,0.094107,0.000000,0.000000,0.723464,0.444699
"blue","primary",0,0.081494,0.000000,0.000000,0.180866,0.424227
"services","secondary",0,0.055300,0.000000,0.000000,0.542598,0.694910
"admin","tertiary",0,0.101868,0.000000,0.000000,0.904331,0.425759
"management","tertiary",0,0.859571,0.000000,0.000000,0.180866,0.442509
"technician","secondary",0,0.176571,0.000000,0.000000,0.633031,0.428770
"blue","primary",0,0.453070,0.000000,0.000000,0.271299,0.428332
"blue","tertiary",0,0.017463,0.000000,0.000000,1.000000,0.406546
"management","tertiary",0,0.020374,0.000000,0.000000,0.904331,0.425431
"blue","secondary",0,0.455980,0.000000,0.000000,0.271299,0.547553
"services","tertiary",0,0.082465,0.000000,0.000000,0.180866,0.443878
"technician","tertiary",0,0.235751,0.000000,0.000000,0.090433,0.448038
"blue","secondary",0,0.116420,0.000000,0.000000,0.542598,0.499055
"blue","primary",0,0.289111,0.000000,0.000000,0.090433,0.454005
"services","primary",0,0.241572,0.000000,0.000000,0.090433,0.454059
"blue","secondary",0,0.084405,0.000000,0.000000,0.361732,0.439718
"admin","secondary",0,0.210527,0.000000,0.000000,0.090433,0.632124
"technician","secondary",0,0.042688,0.000000,0.000000,0.271299,0.449352
"blue","primary",0,0.603446,0.000000,0.000000,0.090433,0.452253
"management","tertiary",0,0.176571,0.000000,0.000000,0.090433,0.780247
"management","primary",0,0.189183,0.000000,0.000000,0.271299,0.619425
"retired","primary",0,0.173661,0.000000,0.000000,0.090433,0.425431
"services","secondary",0,0.056270,0.000000,0.000000,0.813898,0.450556
"technician","tertiary",1,1.000000,0.000000,0.000000,0.180866,0.605576
"management","primary",0,0.485085,0.000000,0.000000,0.180866,0.567314
"self","tertiary",0,0.064031,0.000000,0.000000,0.723464,0.458055
"self","secondary",0,0.240602,0.000000,0.000000,0.180866,0.422366
"services","primary",0,0.106719,0.000000,0.000000,0.361732,0.488983
"blue","primary",0,1.000000,0.000000,0.000000,0.271299,0.435448
"student","secondary",0,0.020374,0.000000,0.000000,0.723464,0.433861
"management","secondary",0,0.145526,0.000000,0.000000,0.000000,0.425431
"technician","secondary",0,0.143585,0.000000,0.000000,0.361732,0.451651
"management","tertiary",0,0.088286,0.000000,0.000000,0.000000,0.371787
"management","tertiary",0,0.032986,0.000000,0.000000,0.000000,0.463201
"management","tertiary",0,0.195004,0.000000,0.000000,0.000000,0.715875
"admin","secondary",0,0.067912,0.000000,0.000000,0.000000,0.465390
"services","secondary",0,0.018433,0.000000,0.000000,1.000000,0.447162
"admin","secondary",0,0.340530,0.000000,0.000000,0.000000,0.449188
"management","tertiary",0,0.176571,0.000000,0.000000,0.000000,0.474532
"technician","secondary",0,0.354112,0.000000,0.000000,0.271299,0.425431
"services","secondary",0,0.249334,0.000000,0.000000,0.000000,0.437911
"management","tertiary",0,0.271648,0.000000,0.000000,0.000000,0.436433
"management","tertiary",0,0.015523,0.000000,0.000000,0.813898,0.581272
"admin","secondary",0,0.135824,0.000000,0.000000,0.000000,0.646521
"technician","tertiary",0,0.020374,0.000000,0.000000,0.904331,0.432656
"blue","secondary",0,0.178511,0.000000,0.000000,0.000000,0.425924
"management","secondary",0,0.019403,0.000000,0.000000,1.000000,0.427128
"management","tertiary",0,0.103808,0.000000,0.000000,0.090433,0.425431
"blue","secondary",1,0.432696,0.000000,0.000000,0.000000,0.668361
"admin","secondary",0,0.641283,0.000000,0.000000,0.000000,0.776908
"blue","secondary",0,0.166869,0.000000,0.000000,0.000000,0.434791
"management","tertiary",0,0.121271,0.000000,0.000000,0.271299,0.427730
"management","tertiary",0,0.271648,0.000000,0.000000,0.000000,0.469550
"blue","secondary",0,0.209557,0.000000,0.000000,0.000000,0.441743
"entrepreneur","secondary",0,0.078584,0.000000,0.000000,0.000000,0.426745
"blue","secondary",0,0.396800,0.000000,0.000000,0.090433,0.441305
"management","tertiary",0,0.219259,0.000000,0.000000,0.000000,0.448695
"unemployed","secondary",0,0.185303,0.000000,0.000000,0.000000,0.425431
"blue","secondary",0,0.165899,0.000000,0.000000,0.000000,0.513122
"management","primary",0,0.012612,0.000000,0.000000,0.994764,0.432930
"management","tertiary",0,0.129033,0.000000,0.000000,0.000000,0.595668
"blue","primary",0,0.636432,0.000000,0.000000,0.000000,0.448366
"blue","secondary",1,1.000000,0.000000,0.000000,0.000000,0.425431
"blue","secondary",0,0.195974,0.000000,0.000000,0.452165,0.420614
"blue","secondary",0,0.198885,0.000000,0.000000,0.000000,0.440429
"management","tertiary",0,0.199855,0.000000,0.000000,0.000000,0.425431
"services","secondary",0,0.076643,0.000000,0.000000,0.000000,0.425431
"management","tertiary",0,0.180452,0.000000,0.000000,0.271299,0.434299
"services","secondary",0,0.516131,0.000000,0.000000,0.000000,0.492322
"services","secondary",0,0.094107,0.000000,0.000000,0.090433,0.670770
"technician","secondary",0,0.227020,0.000000,0.000000,0.361732,0.494347
"blue","secondary",0,0.318216,0.000000,0.000000,0.000000,0.452746
"technician","secondary",0,0.288141,0.000000,0.000000,0.000000,0.527300
"services","secondary",1,1.000000,0.000000,0.000000,0.090433,0.440265
"admin","tertiary",0,0.235751,0.000000,0.000000,0.000000,0.459478
"student","secondary",0,0.078584,0.000000,0.000000,0.000000,0.445575
"housemaid","primary",0,0.137764,0.000000,0.000000,0.180866,0.452362
"blue","primary",1,1.000000,0.000000,0.000000,0.000000,0.431014
"self","secondary",0,0.751882,0.000000,0.000000,0.000000,0.465719
"unemployed","secondary",0,0.325007,0.000000,0.000000,0.000000,0.465554
"management","secondary",0,0.162989,0.000000,0.000000,0.000000,0.599226
"technician","tertiary",0,0.065972,0.000000,0.000000,0.090433,0.427785
"services","primary",0,0.117391,0.000000,0.000000,0.090433,0.456851
"blue","secondary",0,0.210527,0.000000,0.000000,0.000000,0.678433
"self","tertiary",0,0.065972,0.000000,0.000000,0.000000,0.525055
"admin","secondary",0,0.115450,0.000000,0.000000,0.000000,0.630701
"admin","secondary",0,0.155227,0.000000,0.000000,0.000000,0.450884
"management","tertiary",0,0.285230,0.000000,0.000000,1.000000,0.472506
"student","tertiary",0,0.055300,0.000000,0.000000,0.000000,0.512082
"blue","secondary",0,0.087315,0.000000,0.000000,0.000000,0.425431
"blue","secondary",0,0.582102,0.000000,0.000000,0.000000,0.840296
"blue","secondary",0,0.143585,0.000000,0.000000,0.000000,0.679145
"management","tertiary",0,0.036866,0.000000,0.000000,0.000000,0.470700
"blue","primary",0,0.137764,0.000000,0.000000,0.000000,0.425431
"services","secondary",0,0.452100,0.000000,0.000000,0.000000,0.445356
"services","secondary",0,0.025224,0.000000,0.000000,0.000000,0.446232
"unemployed","secondary",0,0.196945,0.000000,0.000000,0.090433,0.430522
"blue","tertiary",0,0.357993,0.000000,0.000000,0.000000,0.761417
"blue","secondary",0,0.028135,0.000000,0.000000,0.000000,0.524125
"services","secondary",0,0.769345,0.000000,0.000000,0.090433,0.425431
"admin","secondary",0,0.068882,0.000000,0.000000,0.000000,0.599883
"blue","secondary",1,0.176571,0.000000,0.000000,0.090433,0.425540
"services","secondary",0,0.196945,0.000000,0.000000,0.000000,0.463474
"services","primary",0,0.162018,0.000000,0.000000,0.000000,0.482469
"blue","secondary",0,0.035896,0.000000,0.000000,0.000000,0.679857
"blue","secondary",0,0.032986,0.000000,0.000000,0.000000,0.539780
"self","tertiary",0,0.382247,0.000000,0.000000,0.000000,0.592877
"technician","secondary",0,0.123212,0.000000,0.000000,0.000000,0.447983
"management","tertiary",0,0.256125,0.000000,0.000000,0.000000,0.472670
"services","secondary",0,0.257095,0.000000,0.000000,0.000000,0.668143
"services","secondary",0,0.224109,0.000000,0.000000,0.000000,0.726439
"technician","secondary",0,0.310455,0.000000,0.000000,0.000000,0.644222
"housemaid","primary",0,0.097987,0.000000,0.000000,0.000000,0.693870
"management","tertiary",0,0.106719,0.000000,0.000000,0.000000,0.449516
"retired","secondary",0,0.117391,0.000000,0.000000,0.180866,0.424665
"technician","tertiary",0,0.257095,0.000000,0.000000,0.000000,0.466978
"technician","secondary",0,0.334709,0.000000,0.000000,0.000000,0.458438
"admin","secondary",0,0.165899,0.000000,0.000000,0.000000,0.423187
"admin","secondary",0,0.554938,0.000000,0.000000,0.000000,0.429701
"technician","secondary",0,0.065001,0.000000,0.000000,0.000000,0.430029
"technician","secondary",0,0.024254,0.000000,0.000000,0.000000,0.447819
"blue","secondary",0,0.260976,0.000000,0.000000,0.000000,0.465500
"blue","secondary",0,0.128063,0.000000,0.000000,0.000000,0.443385
"technician","secondary",0,0.111570,0.000000,0.000000,0.000000,0.518377
"services","secondary",0,0.264857,0.000000,0.000000,0.000000,0.938552
"retired","secondary",0,0.054330,0.000000,0.000000,0.000000,0.449461
"housemaid","tertiary",0,0.421054,0.000000,0.000000,0.000000,0.696826
"services","secondary",0,0.491877,0.000000,0.000000,0.000000,0.436926
"entrepreneur","tertiary",0,0.245453,0.000000,0.000000,0.000000,0.570160
"blue","tertiary",0,0.097017,0.000000,0.000000,0.000000,1.000000
"technician","secondary",0,0.112540,0.000000,0.000000,0.000000,0.459041
"admin","secondary",0,0.120301,0.000000,0.000000,0.000000,0.542408
"technician","tertiary",0,0.064031,0.000000,0.000000,0.090433,0.409502
"admin","secondary",0,0.226050,0.000000,0.000000,0.090433,0.434189
"housemaid","primary",0,0.087315,0.000000,0.000000,0.000000,0.426033
"technician","secondary",0,0.100898,0.000000,0.000000,0.000000,0.536879
"admin","secondary",0,0.181422,0.000000,0.000000,0.000000,0.432054
"blue","tertiary",0,0.089256,0.000000,0.000000,0.090433,0.389522
"admin","secondary",0,0.410382,0.000000,0.000000,0.000000,0.517885
"technician","secondary",0,0.208587,0.000000,0.000000,0.090433,0.449461
"admin","secondary",0,0.202766,0.000000,0.000000,0.000000,0.495661
"technician","secondary",0,0.175601,0.000000,0.000000,0.000000,0.522264
"admin","secondary",0,0.195004,0.000000,0.000000,0.000000,0.425540
"blue","secondary",0,0.038807,0.000000,0.000000,0.000000,0.425431
"blue","primary",0,0.307544,0.000000,0.000000,0.000000,0.428004
"blue","secondary",0,0.433666,0.000000,0.000000,0.000000,0.537864
"services","secondary",0,0.132913,0.000000,0.000000,0.000000,0.870566
"services","secondary",0,0.178511,0.000000,0.000000,0.000000,0.450228
"management","tertiary",0,0.117391,0.000000,0.000000,0.000000,0.448804
"management","secondary",0,0.133884,0.000000,0.000000,0.271299,0.557680
"blue","secondary",0,0.200825,0.000000,0.000000,0.452165,0.473437
"blue","primary",0,0.299783,0.000000,0.000000,0.000000,0.447217
"blue","primary",0,0.207617,0.000000,0.000000,0.000000,0.548046
"technician","secondary",0,0.130003,0.000000,0.000000,0.000000,0.446232
"entrepreneur","secondary",0,0.275528,0.000000,0.000000,0.000000,0.489092
"services","secondary",1,1.000000,0.000000,0.000000,0.000000,0.653692
"management","tertiary",0,0.750912,0.000000,0.000000,0.000000,0.722772
"technician","secondary",0,0.257095,0.000000,0.000000,0.000000,0.422585
"self","secondary",0,0.060151,0.000000,0.000000,0.000000,0.644988
"management","tertiary",0,0.239632,0.000000,0.000000,0.090433,0.464569
"admin","secondary",0,0.086345,0.000000,0.000000,0.000000,0.542791
"entrepreneur","tertiary",0,0.308514,0.000000,0.000000,0.180866,0.903902
"blue","secondary",0,0.268737,0.000000,0.000000,0.090433,0.445246
"blue","primary",0,0.130973,0.000000,0.000000,0.000000,0.434353
"blue","primary",0,0.122241,0.000000,0.000000,0.180866,0.384924
"services","secondary",0,0.398740,0.000000,0.000000,0.000000,0.449188
"services","secondary",0,0.082465,0.000000,0.000000,0.000000,0.514600
"blue","secondary",0,0.097017,0.000000,0.000000,0.000000,0.417111
"technician","secondary",0,0.080524,0.000000,0.000000,0.000000,0.631413
"technician","secondary",0,0.068882,0.000000,0.000000,0.180866,0.425486
"technician","secondary",0,0.193064,0.000000,0.000000,0.271299,0.425650
"blue","primary",0,0.045598,0.000000,0.000000,0.000000,0.425431
"management","tertiary",0,0.245453,0.000000,0.000000,0.000000,0.535292
"blue","secondary",0,0.236722,0.000000,0.000000,0.000000,0.443331
"admin","secondary",0,0.217318,0.000000,0.000000,0.000000,0.418315
"services","secondary",0,0.054330,0.000000,0.000000,0.000000,0.426197
"admin","tertiary",0,0.618969,0.000000,0.000000,0.090433,0.666227
"blue","primary",0,0.301723,0.000000,0.000000,0.000000,0.468127
"services","tertiary",0,0.074703,0.000000,0.000000,0.000000,0.445739
"blue","primary",0,0.171720,0.000000,0.000000,0.000000,0.434244
"blue","secondary",0,0.183362,0.000000,0.000000,0.000000,0.437528
"blue","secondary",0,0.147466,0.000000,0.000000,0.000000,0.464076
"management","primary",0,0.146496,0.000000,0.000000,0.000000,0.693487
"services","secondary",0,0.210527,0.000000,0.000000,0.000000,0.425814
"admin","secondary",0,0.023284,0.000000,0.000000,0.000000,0.536551
"blue","secondary",0,0.205676,0.000000,0.000000,0.000000,0.452198
"blue","primary",0,0.158138,0.000000,0.000000,0.090433,0.483399
"management","tertiary",0,0.458891,0.000000,0.000000,0.090433,0.424993
"self","secondary",0,0.065972,0.000000,0.000000,0.000000,0.440265
"housemaid","secondary",0,0.470533,0.000000,0.000000,0.000000,0.537207
"blue","secondary",0,0.166869,0.000000,0.000000,0.000000,0.422530
"student","secondary",0,0.074703,0.000000,0.000000,0.090433,0.440101
"technician","tertiary",0,0.384188,0.000000,0.000000,0.000000,0.705803
"services","secondary",0,0.265827,0.000000,0.000000,0.090433,0.447491
"admin","tertiary",0,0.085375,0.000000,0.000000,0.090433,0.425431
"technician","secondary",0,0.125152,0.000000,0.000000,0.090433,0.456413
"blue","primary",0,0.459861,0.000000,0.000000,0.090433,0.444918
"blue","tertiary",0,0.260006,0.000000,0.000000,0.090433,0.464952
"admin","secondary",0,0.362844,0.000000,0.000000,0.090433,0.392205
"management","tertiary",0,0.069852,0.000000,0.000000,0.361732,0.443385
"admin","secondary",0,0.059180,0.000000,0.000000,0.090433,0.432328
"blue","primary",0,0.198885,0.000000,0.000000,0.090433,0.436707
"management","tertiary",0,0.336649,0.000000,0.000000,0.452165,0.432875
"blue","primary",0,0.344411,0.000000,0.000000,0.000000,0.426197
"management","secondary",0,0.204706,0.000000,0.000000,0.090433,0.713357
"admin","tertiary",0,0.204706,0.000000,0.000000,0.000000,0.450501
"management","tertiary",0,0.064031,0.000000,0.000000,0.994764,0.425431
"entrepreneur","primary",0,1.000000,0.000000,0.000000,0.813898,0.461887
"services","tertiary",0,0.330828,0.000000,0.000000,0.000000,0.430303
"blue","primary",0,0.013582,0.000000,0.000000,0.000000,0.516297
"blue","secondary",0,0.591804,0.000000,0.000000,0.090433,0.462270
"management","tertiary",0,0.116420,0.000000,0.000000,0.000000,0.462270
"retired","secondary",0,0.394859,0.000000,0.000000,0.000000,0.408298
"admin","secondary",0,0.450159,0.000000,0.000000,0.090433,0.425431
"housemaid","secondary",0,0.530683,0.000000,0.000000,0.542598,0.434572
"management","primary",0,0.147466,0.000000,0.000000,0.090433,0.449078
"blue","primary",0,0.506429,0.000000,0.000000,0.000000,0.870731
"services","secondary",0,0.220229,0.000000,0.000000,0.723464,0.425431
"blue","secondary",0,1.000000,0.000000,0.000000,0.090433,0.660041
"services","tertiary",0,0.130003,0.000000,0.000000,0.361732,0.544597
"admin","secondary",0,0.035896,0.000000,0.000000,0.000000,0.425431
"technician","secondary",0,0.349261,0.000000,0.000000,0.000000,0.431179
"management","tertiary",0,0.049479,0.000000,0.000000,0.000000,0.495004
"services","secondary",0,0.809122,0.000000,0.000000,0.452165,0.429974
"blue","primary",0,0.102838,0.000000,0.000000,0.000000,0.464241
"services","secondary",0,0.188213,0.000000,0.000000,0.000000,0.420340
"housemaid","secondary",0,0.519041,0.000000,0.000000,0.000000,0.465719
"services","secondary",0,0.228960,0.000000,0.000000,0.090433,0.412184
"blue","secondary",0,0.176571,0.000000,0.000000,0.000000,0.603825
"technician","secondary",0,0.287171,0.000000,0.000000,0.000000,1.000000
