duration,pdays,previous,campaign,balance,job,education,y
226,-1,0,1,1382,housemaid,primary,0
179,-1,0,2,103,blue,primary,0
34,-1,0,2,1437,management,tertiary,0
161,-1,0,1,0,housemaid,primary,0
77,-1,0,5,0,services,secondary,0
220,-1,0,1,524,blue,tertiary,0
81,-1,0,2,352,housemaid,primary,0
269,-1,0,1,278,management,secondary,0
31,-1,0,1,753,self,tertiary,0
59,-1,0,1,-158,blue,primary,0
332,-1,0,1,104,self,secondary,0
24,-1,0,1,1103,management,secondary,0
16,-1,0,3,671,self,primary,0
88,-1,0,2,258,unemployed,secondary,0
714,-1,0,2,1100,blue,primary,0
110,-1,0,2,7,blue,secondary,0
205,-1,0,1,515,retired,secondary,0
291,-1,0,1,711,blue,primary,0
986,-1,0,1,7434,services,secondary,0
279,-1,0,1,1603,self,tertiary,0
166,-1,0,2,969,self,secondary,0
92,-1,0,1,787,admin,secondary,0
254,-1,0,1,150,retired,primary,0
236,-1,0,2,914,services,secondary,0
717,-1,0,1,752,management,secondary,0
19,-1,0,4,553,blue,primary,0
93,-1,0,2,926,entrepreneur,secondary,0
200,-1,0,4,557,management,tertiary,0
176,-1,0,3,5830,blue,tertiary,0
1162,-1,0,2,6181,housemaid,tertiary,0
490,-1,0,4,4266,management,tertiary,1
1051,-1,0,3,110,technician,tertiary,1
437,-1,0,2,0,management,tertiary,0
422,-1,0,9,334,housemaid,secondary,0
1199,-1,0,2,3,retired,secondary,0
209,-1,0,3,3706,housemaid,primary,0
115,-1,0,2,5838,entrepreneur,secondary,0
292,-1,0,3,830,unemployed,secondary,0
370,-1,0,2,-616,blue,primary,0
108,-1,0,6,268,technician,secondary,0
495,-1,0,2,53,blue,tertiary,0
249,-1,0,2,2703,retired,secondary,0
1345,-1,0,3,3316,student,tertiary,1
114,-1,0,17,402,blue,primary,0
107,-1,0,4,608,blue,primary,0
171,-1,0,4,120,entrepreneur,tertiary,0
66,-1,0,4,1483,services,secondary,0
447,-1,0,3,926,entrepreneur,secondary,0
167,-1,0,2,2745,services,secondary,0
668,-1,0,8,-49,entrepreneur,tertiary,0
204,-1,0,2,752,services,secondary,0
158,-1,0,2,2374,student,tertiary,0
256,-1,0,9,99,services,secondary,0
676,-1,0,2,106,management,secondary,1
63,-1,0,2,404,technician,tertiary,0
133,-1,0,2,2239,blue,secondary,0
153,-1,0,3,1170,management,tertiary,0
118,-1,0,3,12877,management,tertiary,0
117,-1,0,3,440,services,secondary,0
681,-1,0,2,1318,blue,secondary,0
59,-1,0,6,251,entrepreneur,secondary,0
42,-1,0,4,1317,self,secondary,0
408,-1,0,2,4515,self,tertiary,0
127,-1,0,2,652,admin,secondary,0
314,-1,0,2,306,admin,secondary,0
277,-1,0,2,720,management,secondary,0
140,-1,0,2,322,housemaid,primary,0
424,-1,0,2,4471,services,tertiary,0
159,-1,0,3,6613,management,tertiary,0
775,-1,0,3,2303,blue,primary,1
187,-1,0,7,99,blue,primary,0
102,-1,0,3,-269,technician,secondary,0
2621,-1,0,3,3301,management,tertiary,1
96,-1,0,2,354,blue,primary,0
200,-1,0,2,556,self,tertiary,0
75,-1,0,3,22946,entrepreneur,tertiary,0
85,-1,0,5,1364,services,secondary,0
50,-1,0,2,4110,unemployed,secondary,0
173,-1,0,2,2409,blue,secondary,0
60,-1,0,3,726,admin,secondary,0
320,-1,0,4,178,technician,secondary,0
854,-1,0,3,265,blue,primary,0
236,-1,0,2,758,housemaid,primary,0
183,-1,0,2,1354,housemaid,primary,0
76,-1,0,2,0,admin,secondary,0
185,-1,0,3,-184,technician,secondary,0
41,-1,0,2,124,services,primary,0
39,-1,0,3,1126,retired,primary,0
138,-1,0,3,2226,self,tertiary,0
411,-1,0,6,9,services,secondary,0
394,-1,0,3,1911,technician,tertiary,0
266,-1,0,2,5244,self,tertiary,0
534,-1,0,4,1614,retired,secondary,0
311,-1,0,2,2801,services,tertiary,0
705,-1,0,5,926,unemployed,secondary,0
89,-1,0,2,770,technician,secondary,0
93,-1,0,6,5279,blue,primary,0
847,-1,0,3,148,self,secondary,0
273,-1,0,27,0,blue,primary,0
161,-1,0,3,741,services,primary,0
162,-1,0,7,788,technician,secondary,0
641,-1,0,6,276,admin,primary,0
61,-1,0,2,-10,services,secondary,0
136,-1,0,2,-25,management,tertiary,0
187,-1,0,2,0,housemaid,primary,0
332,-1,0,5,392,management,secondary,0
76,-1,0,2,156,entrepreneur,secondary,0
406,-1,0,3,-302,admin,secondary,0
544,-1,0,3,156,admin,secondary,0
756,-1,0,2,3649,blue,tertiary,0
76,-1,0,6,1610,services,tertiary,0
271,-1,0,2,1321,services,secondary,0
203,-1,0,2,232,retired,primary,0
338,-1,0,2,267,management,tertiary,0
198,-1,0,6,619,technician,tertiary,0
259,-1,0,2,358,blue,primary,0
398,-1,0,4,171,management,tertiary,0
462,-1,0,5,913,management,tertiary,0
956,-1,0,2,0,entrepreneur,tertiary,0
76,-1,0,4,3957,housemaid,primary,0
264,-1,0,16,1551,blue,primary,0
979,-1,0,9,197,entrepreneur,secondary,0
89,-1,0,4,618,housemaid,secondary,0
135,-1,0,6,-119,blue,primary,0
420,-1,0,4,1490,technician,secondary,0
548,-1,0,3,288,blue,primary,0
235,-1,0,2,1409,blue,secondary,0
87,-1,0,2,851,technician,secondary,0
169,-1,0,4,236,technician,secondary,0
343,-1,0,2,120,housemaid,secondary,0
88,-1,0,2,580,services,tertiary,0
68,-1,0,6,1116,technician,secondary,0
77,-1,0,2,398,services,secondary,0
116,-1,0,3,331,blue,secondary,0
363,-1,0,3,3942,blue,primary,0
116,-1,0,3,7944,blue,primary,0
207,-1,0,3,468,services,secondary,0
311,-1,0,2,3329,management,tertiary,0
138,-1,0,5,0,blue,secondary,0
48,-1,0,2,1981,services,secondary,0
390,-1,0,2,71,management,primary,0
65,-1,0,2,307,self,primary,0
637,-1,0,3,502,management,tertiary,0
564,-1,0,2,25,management,tertiary,0
117,-1,0,3,57,housemaid,primary,0
76,-1,0,3,1979,self,tertiary,0
128,-1,0,21,370,blue,secondary,0
193,-1,0,3,4073,blue,primary,0
130,-1,0,6,46,blue,primary,0
269,-1,0,3,-95,admin,secondary,0
291,-1,0,2,7388,management,tertiary,0
150,-1,0,7,531,technician,secondary,0
1208,-1,0,3,734,management,tertiary,0
144,-1,0,6,10465,admin,secondary,0
228,-1,0,2,2357,blue,secondary,0
158,-1,0,3,2355,technician,secondary,0
585,-1,0,2,1359,services,tertiary,0
334,-1,0,2,51,management,secondary,0
229,-1,0,7,0,services,tertiary,0
117,-1,0,11,865,retired,secondary,0
441,-1,0,3,873,entrepreneur,tertiary,0
60,-1,0,6,2596,blue,secondary,0
47,-1,0,2,662,technician,secondary,0
235,-1,0,3,5253,retired,tertiary,0
270,-1,0,3,9231,services,secondary,0
192,-1,0,5,0,blue,primary,0
26,-1,0,7,0,blue,secondary,0
89,-1,0,3,424,retired,secondary,0
61,-1,0,7,0,management,tertiary,0
386,-1,0,5,551,blue,primary,0
54,-1,0,4,1123,technician,secondary,0
272,-1,0,3,434,housemaid,primary,0
35,-1,0,3,-1,blue,primary,0
1365,-1,0,4,265,technician,secondary,0
284,-1,0,8,1200,admin,secondary,0
53,-1,0,2,1134,services,secondary,0
311,-1,0,5,26,management,tertiary,0
245,-1,0,2,1253,admin,secondary,0
64,-1,0,6,10,self,primary,0
151,-1,0,3,231,admin,secondary,0
89,-1,0,1,557,blue,primary,0
66,-1,0,1,1736,blue,secondary,0
30,-1,0,1,256,self,secondary,0
72,-1,0,1,31,retired,secondary,0
120,-1,0,1,31,entrepreneur,secondary,0
126,-1,0,4,-493,blue,secondary,0
48,-1,0,1,103,blue,secondary,0
262,-1,0,9,1104,housemaid,secondary,0
1062,-1,0,4,262,blue,secondary,0
295,-1,0,1,2657,services,secondary,0
203,-1,0,1,415,blue,secondary,0
906,-1,0,2,2253,management,tertiary,0
37,-1,0,1,1330,management,primary,0
118,-1,0,6,0,services,secondary,0
18,-1,0,1,2918,self,tertiary,0
18,-1,0,1,1093,housemaid,primary,0
350,-1,0,7,3151,housemaid,primary,0
421,-1,0,2,224,admin,secondary,0
835,-1,0,1,67,retired,primary,1
104,-1,0,1,0,retired,primary,0
164,-1,0,3,-565,blue,secondary,0
89,-1,0,5,2289,services,secondary,0
1029,-1,0,1,426,self,tertiary,1
112,-1,0,3,9,blue,tertiary,0
744,-1,0,3,1101,blue,primary,0
321,-1,0,2,8267,unemployed,secondary,0
24,-1,0,10,223,management,tertiary,0
213,-1,0,5,1096,admin,secondary,0
165,-1,0,7,704,blue,primary,0
129,-1,0,3,192,management,primary,0
371,-1,0,2,9,services,secondary,1
190,-1,0,2,1707,blue,primary,0
114,-1,0,4,47,entrepreneur,secondary,0
221,-1,0,5,1370,self,secondary,0
178,-1,0,5,729,management,tertiary,0
247,-1,0,5,7798,unemployed,secondary,0
680,-1,0,2,629,technician,secondary,0
243,-1,0,3,3760,blue,secondary,0
185,-1,0,4,0,admin,secondary,0
110,-1,0,2,201,services,secondary,0
172,-1,0,2,416,admin,secondary,0
156,-1,0,3,-501,services,tertiary,0
34,-1,0,6,39,blue,secondary,0
347,-1,0,4,1279,blue,secondary,0
394,-1,0,3,10721,blue,secondary,0
59,-1,0,3,975,blue,secondary,0
72,-1,0,3,620,management,tertiary,0
417,-1,0,3,311,admin,secondary,0
96,-1,0,3,0,management,tertiary,0
1528,-1,0,2,-97,admin,secondary,1
154,-1,0,4,0,blue,secondary,0
533,-1,0,3,479,admin,secondary,0
107,-1,0,1,46,management,tertiary,0
122,-1,0,1,1202,technician,secondary,0
257,-1,0,6,363,blue,primary,0
23,-1,0,3,1147,blue,secondary,0
82,-1,0,1,369,entrepreneur,secondary,0
55,-1,0,1,219,self,tertiary,0
67,-1,0,1,62,services,secondary,0
83,-1,0,1,143,housemaid,tertiary,0
113,-1,0,1,3485,admin,tertiary,0
59,-1,0,1,97,retired,primary,0
551,-1,0,1,0,housemaid,secondary,0
367,-1,0,1,657,management,tertiary,0
220,-1,0,1,1304,management,tertiary,0
15,-1,0,1,2351,entrepreneur,tertiary,0
173,-1,0,1,1524,retired,secondary,0
37,-1,0,1,0,housemaid,primary,0
97,-1,0,8,773,blue,secondary,0
199,-1,0,1,197,housemaid,secondary,0
94,-1,0,1,2627,blue,secondary,0
272,-1,0,1,165,admin,secondary,0
15,-1,0,1,-689,blue,secondary,0
50,-1,0,1,397,technician,tertiary,0
417,-1,0,1,11265,management,tertiary,0
192,-1,0,1,5836,management,secondary,0
443,-1,0,1,391,management,tertiary,0
115,-1,0,1,0,student,tertiary,0
1487,-1,0,1,0,self,secondary,0
68,-1,0,1,1743,blue,secondary,0
54,-1,0,3,594,technician,tertiary,0
159,-1,0,1,1582,retired,primary,0
335,-1,0,1,2791,blue,primary,0
118,-1,0,1,997,technician,secondary,0
104,-1,0,1,2310,entrepreneur,tertiary,0
236,-1,0,1,0,technician,secondary,0
300,-1,0,1,1401,management,tertiary,0
163,-1,0,1,5048,housemaid,primary,0
103,-1,0,1,0,management,tertiary,0
187,-1,0,1,0,management,secondary,0
1540,-1,0,1,11008,management,tertiary,1
163,-1,0,2,332,retired,tertiary,0
129,-1,0,1,179,technician,secondary,0
67,-1,0,1,761,blue,primary,0
362,-1,0,1,889,blue,secondary,0
973,-1,0,1,4930,blue,primary,1
36,-1,0,4,-813,technician,secondary,0
167,-1,0,1,2087,self,tertiary,0
138,-1,0,1,0,housemaid,primary,0
1009,-1,0,1,0,retired,primary,0
55,-1,0,10,490,retired,primary,0
88,-1,0,8,5173,retired,primary,0
105,-1,0,1,5348,management,primary,0
339,-1,0,2,603,technician,secondary,0
355,-1,0,1,755,services,secondary,0
466,-1,0,2,829,services,secondary,0
94,-1,0,1,2235,self,secondary,0
227,-1,0,1,3,retired,primary,0
65,-1,0,1,722,student,tertiary,0
387,-1,0,1,414,management,tertiary,0
379,-1,0,5,389,retired,secondary,0
205,-1,0,4,167,self,tertiary,0
332,-1,0,2,-224,services,tertiary,0
71,-1,0,1,0,blue,primary,0
567,-1,0,1,6497,services,tertiary,0
200,-1,0,1,1025,blue,secondary,0
537,-1,0,1,1201,blue,tertiary,1
476,-1,0,1,17361,management,tertiary,0
290,-1,0,2,0,housemaid,primary,0
1812,-1,0,1,616,services,tertiary,0
74,-1,0,1,959,management,tertiary,0
76,-1,0,1,1019,admin,secondary,0
26,-1,0,1,1172,management,tertiary,0
632,-1,0,1,5744,retired,secondary,0
316,-1,0,1,3768,management,tertiary,0
35,-1,0,7,1274,housemaid,primary,0
52,-1,0,6,2870,blue,primary,0
59,-1,0,2,753,services,secondary,0
243,-1,0,1,9,retired,primary,0
81,-1,0,2,2283,management,tertiary,0
205,-1,0,2,1245,retired,primary,0
58,-1,0,3,1194,housemaid,primary,0
320,-1,0,3,-186,blue,primary,0
700,-1,0,7,17957,admin,secondary,0
453,-1,0,1,0,self,tertiary,0
146,-1,0,3,1872,services,secondary,0
345,-1,0,1,773,entrepreneur,tertiary,0
248,-1,0,29,7419,management,tertiary,0
188,-1,0,2,517,blue,secondary,0
166,-1,0,3,90,admin,secondary,0
324,-1,0,2,0,management,secondary,0
16,-1,0,9,4330,blue,tertiary,0
392,-1,0,1,440,entrepreneur,secondary,0
103,-1,0,1,1800,admin,secondary,0
577,-1,0,4,486,blue,secondary,0
422,-1,0,1,2443,blue,tertiary,0
112,-1,0,3,235,self,tertiary,0
308,-1,0,1,0,unemployed,primary,0
43,-1,0,1,1147,management,tertiary,0
149,-1,0,2,-448,blue,secondary,0
324,-1,0,1,1336,retired,tertiary,0
100,-1,0,4,337,blue,tertiary,0
209,-1,0,12,1476,admin,secondary,0
105,-1,0,1,2128,services,secondary,0
707,-1,0,1,707,entrepreneur,secondary,1
625,-1,0,2,4,technician,secondary,1
13,-1,0,11,3478,technician,secondary,0
1255,-1,0,1,126,admin,secondary,1
255,-1,0,2,3296,management,tertiary,0
50,-1,0,2,1771,services,secondary,0
373,-1,0,4,446,services,secondary,0
18,-1,0,6,200,self,tertiary,0
108,-1,0,2,5233,housemaid,secondary,0
142,-1,0,20,45,blue,primary,0
78,-1,0,3,11,technician,tertiary,0
376,-1,0,7,681,retired,primary,0
155,-1,0,2,37,housemaid,secondary,0
56,-1,0,1,2682,technician,secondary,0
188,-1,0,1,2729,management,tertiary,0
443,-1,0,7,1776,technician,secondary,0
326,-1,0,1,479,admin,secondary,0
802,-1,0,3,11,management,tertiary,0
64,-1,0,2,1880,self,tertiary,0
18,-1,0,5,3916,admin,secondary,0
89,-1,0,4,220,management,tertiary,0
359,-1,0,2,386,student,tertiary,0
257,-1,0,2,523,blue,secondary,0
19,-1,0,30,608,services,secondary,0
146,-1,0,2,2571,technician,secondary,0
404,-1,0,2,914,retired,primary,0
234,-1,0,2,1152,retired,primary,0
13,-1,0,14,519,blue,secondary,0
297,-1,0,3,9405,entrepreneur,tertiary,0
156,-1,0,9,1967,blue,secondary,0
636,-1,0,12,0,technician,secondary,0
300,-1,0,3,1355,technician,tertiary,0
37,-1,0,2,-1779,technician,tertiary,0
2093,-1,0,1,1059,housemaid,primary,1
61,-1,0,3,611,services,secondary,0
111,-1,0,2,1024,services,secondary,0
704,-1,0,4,671,blue,secondary,1
45,-1,0,3,3,blue,primary,0
73,-1,0,4,692,entrepreneur,secondary,0
1195,-1,0,2,4396,technician,tertiary,0
61,-1,0,23,280,blue,primary,0
96,-1,0,3,2769,services,secondary,0
140,-1,0,3,1245,admin,secondary,0
121,-1,0,2,4722,blue,tertiary,0
84,-1,0,5,1050,blue,primary,0
719,-1,0,13,3160,admin,secondary,0
48,-1,0,10,1238,blue,primary,0
242,-1,0,2,1533,technician,tertiary,0
230,-1,0,3,54,blue,secondary,0
130,-1,0,6,694,management,tertiary,0
25,-1,0,41,623,blue,secondary,0
57,-1,0,2,197,retired,primary,0
154,-1,0,2,357,retired,secondary,0
74,-1,0,2,358,management,secondary,0
77,-1,0,2,0,services,primary,0
201,-1,0,1,0,entrepreneur,primary,0
313,-1,0,2,29125,self,secondary,0
114,-1,0,1,5680,management,tertiary,0
66,-1,0,3,2357,blue,tertiary,0
305,-1,0,6,193,unemployed,secondary,0
49,-1,0,2,415,retired,primary,0
429,-1,0,13,12130,blue,primary,0
51,-1,0,4,2582,housemaid,primary,0
41,-1,0,8,359,services,secondary,0
99,-1,0,3,165,technician,secondary,0
771,-1,0,2,1994,admin,secondary,1
378,-1,0,2,113,housemaid,primary,0
152,-1,0,9,1236,blue,primary,0
491,-1,0,3,0,management,tertiary,0
203,-1,0,1,1121,blue,secondary,0
90,-1,0,3,393,services,secondary,0
626,-1,0,5,4244,self,tertiary,0
135,-1,0,3,1823,blue,primary,0
65,-1,0,4,827,blue,tertiary,0
125,-1,0,8,1371,housemaid,primary,0
16,-1,0,14,507,blue,tertiary,0
18,-1,0,20,1433,technician,tertiary,0
90,-1,0,4,1455,technician,secondary,0
140,-1,0,2,1427,retired,primary,0
15,-1,0,8,1104,blue,primary,0
113,-1,0,2,1340,housemaid,primary,0
249,-1,0,5,-257,entrepreneur,primary,0
82,-1,0,3,2058,services,secondary,0
445,-1,0,3,2261,self,tertiary,0
1060,-1,0,5,607,management,tertiary,1
92,-1,0,2,-687,management,tertiary,0
255,-1,0,3,946,blue,primary,0
55,-1,0,2,2387,housemaid,primary,0
521,-1,0,11,3236,services,secondary,0
501,-1,0,2,20541,services,secondary,0
161,-1,0,2,1670,admin,secondary,0
340,-1,0,3,4148,blue,tertiary,0
40,-1,0,3,-303,blue,primary,0
156,-1,0,3,504,services,primary,0
375,-1,0,2,0,blue,primary,0
161,-1,0,1,0,admin,secondary,0
43,-1,0,4,7451,housemaid,primary,0
604,-1,0,6,542,admin,secondary,0
368,-1,0,1,0,blue,secondary,0
452,-1,0,1,2092,blue,secondary,0
1574,-1,0,3,219,blue,primary,1
29,-1,0,11,0,admin,secondary,0
47,-1,0,3,1826,blue,secondary,0
102,-1,0,13,987,entrepreneur,primary,0
113,-1,0,14,110,self,primary,0
160,-1,0,6,537,blue,secondary,0
136,-1,0,2,649,blue,primary,0
170,-1,0,7,5,blue,secondary,0
82,-1,0,1,2524,admin,secondary,0
302,-1,0,5,370,technician,secondary,0
256,-1,0,1,10662,blue,primary,0
147,-1,0,1,748,services,secondary,0
451,-1,0,1,1195,admin,secondary,0
575,-1,0,1,7509,services,secondary,0
532,-1,0,1,1278,technician,secondary,0
39,-1,0,2,6313,management,tertiary,0
86,-1,0,1,4112,management,tertiary,0
675,-1,0,5,1188,housemaid,primary,0
122,-1,0,1,4143,blue,primary,0
172,-1,0,3,117,blue,primary,0
97,-1,0,1,0,unemployed,secondary,0
394,-1,0,1,-112,admin,secondary,0
37,-1,0,1,306,self,secondary,0
266,-1,0,4,410,services,tertiary,0
297,-1,0,1,0,unemployed,tertiary,0
593,-1,0,1,107,technician,secondary,0
446,-1,0,1,2010,blue,secondary,0
276,-1,0,1,630,retired,secondary,0
108,-1,0,4,312,management,tertiary,0
638,-1,0,1,0,entrepreneur,tertiary,0
45,-1,0,9,1906,retired,primary,0
240,-1,0,6,499,technician,tertiary,0
70,-1,0,1,1723,retired,secondary,0
25,-1,0,1,33,entrepreneur,tertiary,0
64,-1,0,1,2,admin,secondary,0
2485,-1,0,2,3626,technician,tertiary,0
149,-1,0,1,269,entrepreneur,tertiary,0
348,-1,0,3,1925,retired,primary,0
71,-1,0,1,-1007,management,tertiary,0
168,-1,0,1,-232,blue,primary,0
573,-1,0,1,0,blue,primary,0
229,-1,0,1,5874,blue,secondary,0
446,-1,0,1,1463,retired,secondary,0
34,-1,0,31,415,technician,secondary,0
75,-1,0,1,426,self,tertiary,0
32,-1,0,1,16,services,tertiary,0
268,-1,0,1,891,technician,secondary,0
244,-1,0,1,1,management,tertiary,0
102,-1,0,3,3316,blue,secondary,0
203,-1,0,2,4512,unemployed,secondary,0
252,-1,0,1,5087,retired,tertiary,0
50,-1,0,1,884,admin,secondary,0
13,-1,0,1,148,technician,secondary,0
188,-1,0,5,3,entrepreneur,secondary,0
395,-1,0,1,678,entrepreneur,tertiary,0
61,-1,0,1,0,self,secondary,0
63,-1,0,1,38,entrepreneur,primary,0
170,-1,0,1,477,services,secondary,0
207,-1,0,1,692,blue,primary,0
147,-1,0,1,0,self,tertiary,0
127,-1,0,1,11972,management,secondary,0
22,-1,0,1,1663,technician,tertiary,0
109,-1,0,1,848,blue,secondary,0
677,-1,0,1,3415,management,tertiary,0
167,-1,0,1,4045,management,tertiary,0
105,-1,0,1,4324,self,tertiary,0
318,-1,0,1,2636,unemployed,primary,0
220,-1,0,1,0,services,secondary,0
140,-1,0,1,825,admin,secondary,0
1082,-1,0,1,273,blue,secondary,0
824,-1,0,1,712,retired,secondary,0
248,-1,0,1,37,blue,secondary,0
11,-1,0,1,143,retired,primary,0
89,-1,0,2,7177,management,tertiary,0
161,-1,0,1,1308,blue,primary,0
58,-1,0,1,557,services,secondary,0
653,-1,0,2,1381,services,secondary,0
216,-1,0,1,2528,technician,secondary,0
223,-1,0,1,586,technician,secondary,0
96,-1,0,1,1358,services,secondary,0
477,-1,0,7,1113,admin,secondary,0
30,-1,0,1,1179,blue,primary,0
159,-1,0,1,47,management,secondary,0
327,-1,0,1,1365,admin,secondary,0
432,-1,0,1,607,blue,primary,0
446,-1,0,1,283,admin,secondary,0
108,-1,0,1,1621,retired,tertiary,0
29,-1,0,1,1844,blue,primary,0
178,-1,0,1,3053,management,tertiary,0
152,-1,0,2,5613,unemployed,primary,0
169,-1,0,2,302,entrepreneur,secondary,0
635,-1,0,3,124,admin,secondary,0
122,-1,0,1,425,unemployed,primary,0
136,-1,0,1,343,blue,primary,0
69,-1,0,1,1401,blue,primary,0
129,-1,0,3,0,blue,primary,0
201,-1,0,1,641,unemployed,primary,0
1135,-1,0,4,3622,blue,secondary,1
66,-1,0,1,351,blue,primary,0
512,-1,0,1,5768,admin,secondary,1
818,-1,0,1,1795,blue,secondary,0
810,-1,0,2,1437,unemployed,tertiary,0
138,-1,0,1,1833,self,tertiary,0
574,-1,0,4,3737,management,tertiary,0
44,-1,0,6,6005,admin,secondary,0
145,-1,0,2,253,blue,primary,0
196,-1,0,2,271,unemployed,secondary,0
270,-1,0,2,334,services,secondary,0
200,-1,0,2,211,blue,primary,0
335,-1,0,2,4204,admin,tertiary,0
330,-1,0,1,101,retired,secondary,0
91,-1,0,1,256,admin,secondary,0
361,-1,0,1,2961,blue,tertiary,0
64,-1,0,1,2604,management,secondary,0
221,-1,0,12,2808,management,tertiary,0
84,-1,0,3,1,admin,secondary,0
53,-1,0,1,1204,self,primary,0
141,-1,0,1,0,retired,secondary,0
254,-1,0,1,771,blue,secondary,0
1007,-1,0,1,1580,retired,secondary,1
224,-1,0,1,1409,blue,primary,0
212,-1,0,1,62,retired,tertiary,0
149,-1,0,1,2800,blue,primary,0
116,-1,0,1,989,admin,tertiary,0
110,-1,0,1,1712,blue,primary,0
77,-1,0,1,216,unemployed,secondary,0
374,-1,0,3,47,technician,tertiary,0
207,-1,0,1,2322,blue,primary,0
289,-1,0,1,1,blue,secondary,0
193,-1,0,1,2774,services,secondary,0
143,-1,0,1,2132,blue,primary,0
106,-1,0,1,10183,unemployed,primary,0
191,-1,0,3,823,housemaid,primary,0
370,-1,0,1,0,admin,secondary,0
487,-1,0,1,6449,retired,secondary,0
534,-1,0,1,98,blue,primary,0
84,-1,0,1,563,entrepreneur,primary,0
118,-1,0,4,1127,technician,tertiary,0
284,-1,0,1,0,unemployed,secondary,0
253,-1,0,1,4711,entrepreneur,primary,0
786,-1,0,1,1120,blue,secondary,0
239,-1,0,1,0,entrepreneur,primary,0
162,-1,0,3,1389,blue,tertiary,0
219,-1,0,2,338,unemployed,primary,0
185,-1,0,1,4,housemaid,tertiary,0
135,-1,0,1,5087,services,secondary,0
252,-1,0,2,-378,technician,tertiary,0
416,-1,0,3,9711,management,tertiary,0
32,-1,0,1,3972,services,secondary,0
217,-1,0,2,2441,blue,secondary,0
145,-1,0,4,411,self,tertiary,0
93,-1,0,2,691,technician,secondary,0
61,-1,0,1,1938,blue,primary,0
262,-1,0,5,508,blue,secondary,0
246,-1,0,3,22,admin,tertiary,0
92,-1,0,3,3134,management,tertiary,0
1318,-1,0,3,1319,technician,secondary,1
197,-1,0,10,-782,technician,secondary,0
282,-1,0,4,5735,technician,secondary,0
922,-1,0,2,2152,housemaid,primary,1
163,-1,0,3,0,entrepreneur,tertiary,0
26,-1,0,2,1857,entrepreneur,secondary,0
63,-1,0,2,13501,management,tertiary,0
176,-1,0,2,0,admin,secondary,0
585,-1,0,1,2843,services,secondary,1
605,-1,0,1,2955,admin,secondary,0
75,-1,0,2,66,admin,secondary,0
211,-1,0,2,634,technician,secondary,0
2028,-1,0,1,1352,management,tertiary,1
453,-1,0,1,209,unemployed,tertiary,0
498,-1,0,7,237,blue,primary,0
202,-1,0,2,2469,services,primary,0
40,-1,0,1,35,self,tertiary,0
184,-1,0,1,59,blue,primary,0
55,-1,0,1,5109,blue,primary,0
952,-1,0,4,0,entrepreneur,tertiary,1
207,-1,0,1,868,retired,primary,0
238,-1,0,1,0,blue,secondary,0
232,-1,0,1,828,retired,primary,0
76,-1,0,2,207,technician,secondary,0
113,-1,0,2,23,technician,secondary,0
153,-1,0,14,17,blue,secondary,0
525,-1,0,1,652,self,tertiary,0
97,-1,0,1,179,management,tertiary,0
216,-1,0,2,3846,retired,secondary,0
142,-1,0,1,0,admin,secondary,0
290,-1,0,1,774,housemaid,primary,0
280,-1,0,3,6495,entrepreneur,tertiary,0
559,-1,0,1,422,admin,secondary,0
235,-1,0,1,63,self,tertiary,0
368,-1,0,2,91,blue,primary,0
74,-1,0,1,5310,admin,secondary,0
148,-1,0,5,1282,retired,secondary,0
359,-1,0,1,1537,housemaid,primary,0
64,-1,0,2,1669,blue,primary,0
834,-1,0,1,1115,retired,primary,1
227,-1,0,6,4280,admin,secondary,0
16,-1,0,9,587,management,tertiary,0
73,-1,0,1,1070,technician,secondary,0
104,-1,0,1,796,admin,secondary,0
69,-1,0,2,461,technician,secondary,0
65,-1,0,1,1138,blue,secondary,0
133,-1,0,1,2860,self,primary,0
288,-1,0,1,2558,technician,secondary,0
120,-1,0,1,0,blue,primary,0
38,-1,0,1,3022,management,tertiary,0
43,-1,0,3,48,blue,secondary,0
78,-1,0,1,876,housemaid,secondary,0
166,-1,0,1,148,housemaid,primary,0
30,-1,0,2,759,services,secondary,0
10,-1,0,16,4011,admin,secondary,0
219,-1,0,1,1923,self,tertiary,0
164,-1,0,2,-110,services,primary,0
148,-1,0,1,98,admin,secondary,0
11,-1,0,7,313,admin,secondary,0
130,-1,0,1,-453,blue,primary,0
208,-1,0,2,-267,unemployed,secondary,0
140,-1,0,1,1071,housemaid,primary,0
559,-1,0,1,6025,blue,tertiary,0
93,-1,0,4,2020,retired,secondary,0
177,-1,0,2,626,blue,tertiary,0
405,-1,0,2,241,services,secondary,0
202,-1,0,1,-52,management,tertiary,0
367,-1,0,1,1986,blue,secondary,0
60,-1,0,1,202,technician,primary,0
1017,-1,0,1,472,services,secondary,0
385,-1,0,1,1937,self,tertiary,0
237,-1,0,5,3062,self,primary,0
237,-1,0,2,76,services,secondary,0
202,-1,0,1,593,technician,secondary,0
153,-1,0,1,182,blue,primary,0
172,-1,0,1,722,student,secondary,0
163,-1,0,2,2674,self,secondary,0
97,-1,0,2,2843,management,secondary,0
399,-1,0,1,2340,blue,primary,0
60,-1,0,1,-157,blue,primary,0
431,-1,0,1,1028,blue,secondary,0
184,-1,0,3,52,retired,primary,0
155,-1,0,1,7836,technician,secondary,0
500,-1,0,2,-309,retired,tertiary,1
27,-1,0,2,3374,services,secondary,0
167,-1,0,2,168,entrepreneur,secondary,0
89,-1,0,2,121,management,secondary,0
